sdid_pre,sdid_post
299.1895644413195,979.8739737247502
255.01733653710724,465.66579528982624
1126.7397554016595,512.6863985284903
685.6339250026825,589.180498907655
567.4463549117997,2691.6489971733336
216.2706185401763,1066.0042784130994
1713.6898296159318,2056.3050537935433
2222.175205058048,2752.956028607202
2059.2755906189454,2449.9075449146994
291.53930434752874,1492.113997712375
430.68481544159886,695.151604238588
423.08843669261586,1518.8250707943785
2381.793803552669,3254.0167634106447
252.08494001581013,2591.177985802397
1993.8103084447362,1440.875834798816
214.3000701599945,828.4865311561293
349.47208065663676,690.9817358809178
473.24035686895127,780.0372901483505
469.2685876729465,378.33122253701595
347.0190355662512,540.2926072477167
241.8130854745183,743.0500991451714
194.61870828842325,1572.2321427132842
708.3243197702552,1017.2779310430473
333.55509219984964,1063.665946101425
616.485334712714,936.2320290794564
241.46347740231042,1283.6524119391943
461.732050394518,481.8539762788536
341.44345404887576,954.8647323672939
1967.203593258991,3184.4418537486313
374.35383697437356,1470.0923218026558
1288.536116626552,632.6672604782692
2090.161061953285,1773.4545737459084
224.37639011166834,1893.59619321763
153.58629662419267,301.75713819993626
232.16750484301323,945.675671336893
337.8075171296799,325.7587556790984
375.5918973948798,1970.873497343331
430.7244768019642,535.6409901924959
575.0663128743184,1750.4238025493814
1615.1193079199313,683.8041545768297
689.8247609328746,574.7303993768529
167.22494649944304,235.75612641015445
289.4590708607589,435.4791849110526
336.3466667657944,1397.5871106895088
248.77312289191767,339.55455013431043
956.5801670033296,526.3195031580734
1226.0707790034842,1539.5234196189824
724.0716150206072,2852.084956996664
2804.691956702145,1644.2715109226156
723.9066358617157,1502.8928386446769
530.0180025463035,588.2887865417321
1802.6210824645134,733.5699844674317
89.9529638136223,515.3950893496351
1177.1452598973356,1021.1501174637546
273.4457359421086,501.126695068668
2731.173798158155,4065.5650341678333
355.5947376162066,730.3596272364352
2429.792667105493,3956.5312169990007
233.0069927743243,773.0081480204485
386.2952843470206,843.1999424942346
1847.4242179220944,642.0380525466493
1657.8202921746015,1173.0745323164729
1437.5525643305511,816.6860221715675
634.9613680477607,995.170543636165
6917.679682111093,8053.300502671939
254.48501564086826,576.1686118608862
490.21165867357234,193.80395634083425
405.9328755842658,1998.630593142534
529.6068559856691,911.1533093792284
1870.8553872206055,2429.8806839764525
440.39661339195436,2927.007688337691
245.3667695166961,600.5107347833401
836.3808404390614,140.06497153296112
1504.5849562943486,1090.629143661412
110.49714462850015,550.0305999143368
373.75241409132104,1614.1361465220295
384.80684772749674,227.84273042421663
516.7539656625216,2170.460707567229
217.0682894572496,1753.2662466728907
237.14984771337967,359.1512584389653
274.84428729618185,1219.917098752365
810.7953874586776,1064.7901066264003
5603.175563074854,7686.552832585437
1990.4773053049562,3154.226564392164
516.3309061119328,2965.270043207956
209.9003759004155,1539.5612718644297
2621.4526348738837,2794.879227452363
151.53765356492255,2949.46678691396
570.9643380140473,498.4657347351029
503.11444621198257,1863.9572063671094
3084.439379203574,3127.6294370760247
1778.8855868299697,1608.756027536978
334.30262148196766,821.1234785097079
398.3503183102651,759.1160906752816
124.107204899721,222.0154588409741
477.971508348595,387.5090238118368
573.1845189608765,2270.62341640706
676.8039570701746,227.5280927589599
695.8368014914106,420.8057939646382
813.2176750612634,1697.3430121426652
241.37262875998928,590.6476544030517
330.3451985023361,2414.2669528984516
251.9125796551366,807.8697784389494
2205.776078208158,3315.580542255739
896.4420754382166,573.6400014320974
168.79599363867558,1335.337756717701
289.8053721243364,1881.1699124588934
610.1844169431083,1325.717386606884
257.76988144026393,1556.4236569898767
129.46584019147377,1711.0591978761975
325.94780917055715,1616.3416906938644
413.05969541568953,463.42897809249587
1622.9949975115994,1330.3424364483897
254.32957227930564,1465.7019953834845
276.1616418637743,3406.5457340843036
527.3375478878424,362.21449119587476
2213.4581007099023,2035.3275917668625
497.74219339341937,491.9076883848385
347.8651263463008,241.2813576090304
6500.357337523952,6375.88982055135
691.6080496200159,1066.6081058054199
922.57461967955,1008.6075828490024
692.7276166024951,2417.8104397324714
2500.138356253873,909.585009029255
287.47805716055797,637.7400882148185
346.6602999158234,578.0643638681896
271.4081136282808,391.0263017646192
497.6627684822473,1546.1987921464406
310.8440552640508,563.6786722101231
270.0660391996851,2732.241765404386
207.3937279804763,3003.4494297338365
1752.368886627585,1041.328193267417
4656.887456496159,6371.33645183998
131.4007925429666,561.4076299813713
172.33311081967733,683.9895837601887
276.5910314847258,1928.3425888260253
561.0237885940475,1473.79064115653
1508.0770874990149,1004.9453675654296
1405.715440422883,622.2591113991757
272.5526576051863,906.4131805228877
147.95129939168714,377.0507001011904
274.2381270508858,311.898245381375
332.3062210719707,394.03940548517596
372.5362897333508,1267.4039240383433
593.1264410526151,1018.0560698283443
283.95208115785493,1277.7131297186495
313.9903961879015,790.3329047752543
476.31332253300974,1108.1134757766365
296.2997611138249,1255.1954513777014
741.6229784306638,857.1665438816093
450.41669867492595,516.8291095178723
477.37126758411284,4755.841801422464
440.6989956826782,1023.0427216421765
302.03121946800536,394.43985515330684
402.73104186208076,146.61085814930314
781.6877882346273,1029.1484102021495
383.9699076712238,490.52173295546635
1108.8706908255347,818.0108312054019
1461.097265633849,2810.030364057982
1751.5776255467445,759.105494291953
382.25936684569,1144.247912310179
768.351673785689,475.61977900530536
2039.1167745200921,1730.7931113442883
2778.563330257345,3001.701477393681
3209.198722359868,3160.2971358831714
443.71643556846936,1102.5132908310252
447.2813375558632,792.7564012545123
5396.198982204003,6795.580574510341
258.24565975314783,1115.688125676886
668.7148415131959,2423.995507466617
352.11929284746293,780.6859182499305
1268.8293434603618,1080.867700477987
5815.363551209801,7340.532657726671
521.1736054089838,1939.5162513147764
328.46417898216026,3026.097011292103
2988.133315001852,2762.585973743868
222.08827107087336,590.5690029821432
375.36976372367656,1084.2090370664255
241.31822595888627,1128.0283315218314
234.85846733655814,313.0792726374452
200.51249774556072,405.12071032364344
404.773643416796,521.6911731652541
2789.003652920343,3272.7400826102594
2100.790179571845,2360.6899581575567
909.9081910103556,2159.9540182322276
153.1319284231195,1223.2364227036376
301.56152069262083,230.50768546601577
462.1188897079092,536.379464640132
265.91967327750933,402.48488749453634
768.5542344894794,2050.259175498037
544.7489191966037,1839.7684036566945
1351.7563474977192,2204.328813822383
570.6702078499333,205.94177154406273
154.32087450403134,675.3800040978483
383.99241061973703,1484.5670743725418
3221.4267657877795,4822.9768457095015
213.21106077631546,1366.8157807552084
611.1006333816317,585.4539651477681
1821.5334621654813,1318.4060126372895
182.195365015125,1683.096203582785
226.81974789569415,760.8397812573195
272.0890788205431,873.8729386430593
326.72117179533404,221.4748731662664
1967.2995671549359,1265.1250590512411
287.938100052207,2270.026324166789
658.2012701854582,1860.6430565638825
507.21930128955796,215.83028279351782
291.4526033914928,747.3244417914296
342.3080341547895,921.8710847722642
698.2481519622386,827.6197641578216
289.27457955203107,390.13290378720785
3067.2631328288257,4261.362817243063
568.049930996128,807.0104940962782
1077.7026281317121,457.03938218814864
458.6921242595321,1863.0974618418566
330.1566691495981,1480.070556271621
909.0217214634617,1523.6679848339288
549.8454825877897,788.7283774968633
144.0689544460982,584.6328887329405
1584.0416802589848,676.45731792641
1569.7968731477713,1631.0376289052585
276.86171743121,788.0475558563861
778.7449412576609,559.6594503023863
809.717820446009,3511.088523938504
709.7313011475921,4337.866996785066
381.0026424606542,660.9840823595674
2828.895305466944,1724.5137820344655
1795.0883733661756,2254.342843880839
328.3649383885726,1440.4388652913246
289.25544181281384,1833.4585882951135
430.75988555272124,1476.4722988522803
413.6295905677646,849.087008570563
