scm_pre,scm_post
207.58003047687876,354.4751199995727
673.6028259383662,946.4346154173063
422.18481434808916,263.11127835549496
1023.6032776743016,1215.0735687814602
100.49069066086435,121.55004265559204
605.0313440414262,1199.0896314551924
980.558885568085,1417.342785682079
397.4788558148633,840.3238359452719
269.7201490069009,219.92024899133077
1283.0180277621937,2985.00961143479
249.40506052946836,114.273044503332
362.8730568334381,207.1465540505554
996.2379493095882,2191.6867995745733
832.134998953411,2003.977577020963
368.02270039851925,161.59026883712403
127.26611501961382,445.71445288234946
3179.467987464864,7441.526929698311
212.68017464410582,293.91887507688773
4728.042392890607,10529.661945986052
191.2277237619315,458.3200044979074
338.6023559554316,396.0040611039153
197.2340568694237,396.53820739583216
392.2769679435151,451.03536554571645
381.1447320228391,172.52792839455248
1174.3184449213793,2736.080046449629
809.8422288974405,1602.7106778061247
3696.880257945549,8340.20640766614
475.6925887552873,1362.3374305419475
172.84201750771584,515.3856615480894
399.70214462918403,401.84657143445844
273.9057553512038,247.33884945942185
1140.7738401501285,2021.6075911364755
240.1523704345662,250.87753237652484
4294.865891451112,9559.353797196423
1520.5969162939598,3621.0229902098836
622.4197483088539,1068.0296220227738
398.7460174744757,681.6619109907717
361.9116238404562,629.4340221581803
623.490502306624,1316.1177298655525
600.8833706136221,761.4289671034504
217.60642818757665,452.83557873445415
298.8424436431772,592.5357603313445
149.6195249498888,279.713825020425
197.15627811298836,230.40037256339488
2886.1070129691375,6127.278221338332
2071.7418274043594,4963.500198098778
380.3577650428969,397.7798767317607
969.0290482209776,2400.9669023907645
250.42407967065066,251.42999812896505
317.36000360163933,404.2579096894328
337.4415103352902,411.4648450122172
393.847186671897,339.4637080311977
303.444390110064,129.76500432399797
1518.584855756538,3319.4209660037513
305.9333139513504,417.1370394061899
315.7956868125115,597.9111098795
835.0219263791109,2164.68526071043
327.1183655658141,516.713277108236
151.46131206789508,428.8024854513638
1434.2927329449276,3607.083631053186
150.00275930562708,108.54016387573394
99.57226075115305,137.59345745295116
2167.419908407567,4781.138887617429
250.511937122535,228.65493363883442
1212.6835918309334,1733.7376161526915
393.0718637012744,779.8216552422685
575.8461648265546,1020.1115050910045
2803.7415519621622,6423.885368845109
523.4101390980617,648.3729736555888
274.84683642186064,175.79470113742894
2078.374322769838,4440.528061286224
295.2104422928205,554.8364059842215
8167.948269520887,18521.998876459016
299.02554147001507,442.9657191031067
164.45651270541236,265.52451172247964
187.39295032446154,322.1879891334161
539.4938762971773,842.4107833829818
719.7871204164022,1098.2793206832469
1675.3335115795592,3732.3229348687823
4194.1341893819135,9664.747326908335
474.7595213478466,1128.4716930258978
3311.204571232003,7491.169568026673
3018.2798988396944,6273.500693983491
1185.8341584915306,2585.0454298936997
1130.8270333815306,2746.2335129132966
243.19566588182275,244.03125011294867
1213.3280495659687,2794.6502450503194
295.18720412481525,600.1723224896491
345.2193976532514,622.5563396012703
2090.4946156133606,4539.972542927612
791.9532819193083,1610.4259546391904
1413.0411645967652,3341.1911518219226
787.9371857192257,404.4327988327152
153.1088228560388,449.1896416596599
323.6380003069386,283.93686926688486
2695.0460875587264,6385.949504452971
285.0603763821641,799.381810259957
605.8956197498472,833.4928586759276
128.5646097221183,191.92205857080998
3920.92034672727,8496.29638538767
396.35329468701406,433.5502822097582
301.1912772806069,373.25181432132865
403.24472251732607,249.20566915365012
1689.453306376555,3665.445371471099
1445.6403624788077,3091.090095787555
264.2676271357146,437.18827505504504
230.8359531590841,405.1110232843257
492.2447099749194,321.6849259391243
281.9558313420896,211.7552994613684
917.6135354029014,1742.9635753549092
251.92020045463124,181.3760837339045
1887.4432118559023,4700.15995288864
1734.08274328853,3781.050979093056
354.54743368081546,804.9435400831926
230.94614292660046,373.08453812526966
436.4598092369701,330.4029066701641
268.34612135988834,241.71708860885954
177.3015432574301,243.7304205881691
376.1587603381822,518.4019380131737
790.1157979357203,1938.7151270138127
433.16298925303374,225.05226946480752
339.9285849040952,295.285631395563
185.15438971057605,73.76375941804456
4668.946276023358,10408.10054170679
212.94218536461472,279.4479046846143
417.94011147171193,634.5572465938343
258.964502788156,574.8697200560617
156.47193448193954,721.3100817749014
539.64018409647,454.65329838013
375.7064058137399,816.6077276589697
2394.5399177765757,5506.271682863356
585.8009070170631,1463.0182221425646
1793.5726104654905,4463.159694818344
2448.8022917903954,5508.32347970626
723.2208764375592,1364.217350861012
462.93338277262313,665.3962888680339
1484.8115484196367,3118.548386558863
165.2577303276725,300.32665962945896
2177.92588584104,5203.589751164462
331.0658666417662,569.7144537793089
3877.904544709183,8559.392064729875
452.4957856592623,392.0080469242585
2177.131029743246,4896.774137251053
333.76440262736696,478.4050617595881
559.5461474734644,485.9905485214693
403.0738877374094,761.5255860093927
389.1984651004667,801.9852834333102
286.01551055316844,770.369060352828
351.3131516835675,258.84403784113016
315.4356578863323,556.5458338850316
422.5149404874913,337.5957863677094
937.1654634633304,1995.7224741887064
425.14609502237363,206.024368501216
2516.398484223823,5589.599826846055
636.4890655369242,752.7357848074998
217.4125436168408,401.7330649975916
509.79352967651226,769.9363771966671
1617.7882427416262,3607.4221211566805
750.2318299540979,1168.014461900976
832.6825816326802,1210.8883252859757
2124.8524276372996,4241.36954690564
271.3961142425283,572.7714692786634
206.29425209110832,399.0958290592858
1730.3135851481957,3334.299248481095
3507.5884376746153,7983.486030005153
339.9802085932113,530.9418525918248
249.86404630733045,284.42436285055663
3418.3227777501797,7308.596034688068
482.7890563169343,967.8263412038076
464.4944535329697,623.9010603206136
777.3283904406616,1328.7413630111807
711.3793500845956,1738.8065165700402
3545.979359747406,7895.107238425791
293.87711674858815,502.21871338024357
488.380691928188,503.3669321587526
367.2395795811332,333.04991582076804
219.3205487724856,518.3558415606409
355.92482249353606,488.3005189672622
397.1606879720876,795.1991382025294
240.61305320700893,396.412081606462
389.9899788918476,257.17501230283494
1946.2381148670302,4639.046357090394
339.46704713371514,678.527749113174
332.8762026574904,394.3967063001734
303.3172793270509,139.65097388145242
388.6076730199689,577.4904747977783
350.2283155782038,356.750401271846
1554.3699823447478,3463.941148440777
1775.209404789936,4073.0706739932702
326.5780612017143,404.5574921375621
333.35220968905077,368.9392647705393
393.83552447328117,500.00759462427067
654.1554961421783,377.34670693205237
2315.029766475007,4624.256059167902
1192.0725986587472,1932.2279444145329
702.7602796141339,1309.2561479957478
832.5020626478176,2395.949767572726
584.9626547352503,439.99959142580343
462.53577511615373,721.684928134883
1966.9868156814587,4245.592963827054
396.8605738172368,357.25699013125495
270.5294979174185,628.3588164819396
605.5922850036369,1217.1560646821722
405.5356836066182,855.1604711091811
252.94067876862346,499.72289014960455
477.86504436991225,426.35700492714096
2006.5116347574678,3882.0258063900865
662.3074918759969,952.1570410381099
559.9214359782442,732.9273797030073
6375.982801469792,14938.451769300647
2119.6374689991326,4796.4812166336405
206.79850593144596,81.78500046684452
702.1568602935624,1328.9654922086322
309.57767503405756,556.2522142330021
294.3247805384878,1024.3591716915066
2965.3979486404073,6160.152185996906
1805.9335483947123,3556.8334057818356
373.0085244546534,430.95803008922417
1200.4306382815864,2781.820313089256
340.0224706422193,372.09672078932886
168.49631773001215,148.19969650925444
192.7078838679144,248.05219973767427
1112.557544268126,1950.690267988054
908.6652896507613,1913.8848477102106
2959.6555312983633,6339.589367043553
520.8430616341925,667.4303354652444
393.6466927661626,483.71488239592173
1197.9696916190248,3094.216127170249
859.8981944313948,1725.1869672280413
2032.9466524255688,5006.206518092972
255.18239217722729,533.8700069371404
407.8963905711519,684.1326074037324
3086.8831528465553,6697.380676953525
1160.26078897621,2860.4849850926307
218.9632336535679,237.3097790025119
94.58264741957986,604.9120915562928
2075.326912898766,4594.078230155664
1037.4712706111918,1673.6378771528068
143.7075519315762,300.03128894477226
1396.5074583676678,3017.809802649372
317.90643960388905,536.1042082389696
1084.7058080141098,837.4535643827406
438.4368341526945,271.09419439354923
2009.3179312804693,3962.0974537817137
199.81234174670197,149.82939781975048
455.9666736727225,742.8881406127267
383.3450222410288,627.3190810087697
945.8753513459876,1868.8773198197862
1150.1435436533395,1790.3503498140424
574.0992530354883,439.9815820797807
244.53912259168905,523.188618744956
361.033331675842,466.2972421264743
260.4089148829529,542.249187790263
1326.759652366957,2700.1850666467576
98.38287394850116,204.2504380373119
313.173536313416,835.3956868460534
291.903033880841,238.7653076361633
3312.820764491763,7161.476019720406
333.7575184761844,468.70357997898657
549.3604757410777,646.7610235776755
1506.565213077636,3148.1117111872877
890.5939827206059,2079.0788732443752
3175.43147924288,7745.333383127543
764.3835898133924,1242.5239829518093
1771.090611421745,4025.6101879841026
397.03266607149783,647.3904257817702
1140.7892863930228,2335.421038036795
6077.732648628478,14158.383344808239
590.4722250497742,826.9930494778771
344.9438213270877,768.8732641808223
1756.5259172605151,3347.9755303368916
385.10362226516753,180.7561361697125
3610.0500976631897,7872.603257277157
535.0646053899368,1260.9465458240634
1274.1449339504165,2337.1736821481527
2756.991084006817,6051.778098330338
419.58806735983586,948.1170942146912
3503.724411761718,8332.040032606674
508.33649006390493,1309.94352881904
473.13740901439104,195.51060151929568
183.06273097065875,518.0242941583624
810.7926345883726,374.54671676407673
451.5458515592799,748.0977068844725
264.0306805860536,648.3248526039206
400.46137933569446,1114.6239222200734
514.9875088324876,864.7706136037326
