scm_pre,scm_post
1341.0231417342343,2811.6773174535933
475.4721977056225,912.4307168990829
146.46943879454466,273.4153588219622
604.2146100475968,533.9108934108586
1566.8817540751857,3613.9985084605437
384.99768289593027,833.0937014543797
321.2140260353207,452.6653454479257
276.75983720052704,251.11709811265564
1636.8597962959107,2136.577977126604
203.53049173454625,579.9986920881034
301.73519498832684,637.3399092926594
339.43018705931905,335.01309399035824
1870.140525312787,3776.271533406045
199.20303718319622,324.006777456578
226.13148810218192,690.2238532249752
306.70230152074544,115.16854529753894
442.3599272034124,1191.3340223418952
537.0416982138247,301.107255449979
324.34186758961573,603.0738192861623
356.91958050349996,633.1755243326312
1395.1406928125562,3103.4775767482965
185.115746229828,745.4947012472438
2145.740008703447,4165.912417054398
308.8921555889294,403.09593582664024
237.65120361551612,506.86043308343784
282.8651983303809,402.21668492743964
1388.5983930429302,3081.5117185153545
975.1110831977837,2650.6447113189797
222.63471055896431,263.4867213476164
194.96420408892817,240.5677618533943
206.92932251250906,467.6006876343062
515.8585972939605,950.3758324501252
314.0087495494864,385.20448515787194
2057.928833726679,4914.834630428026
236.11781017232374,348.46914447384245
296.6070796140817,539.6189793163192
273.5924875747313,384.907112800088
1019.6582337414493,1477.3221807697878
347.8530922597082,853.1944261981365
