sdid_pre,sdid_post
207.58003191946753,2039.7823756503428
673.5918829537065,2735.8726006561224
501.7156833375593,2481.180055830731
1023.6032646904733,996.102032651232
100.49070453587915,169.92214257458255
4512.846478080583,6024.18318703542
605.0381246688413,441.37565414119985
980.5588855911739,482.44193191830317
741.3438790097465,1049.253580155971
269.7201491181969,1014.7365988678301
1283.0003965847204,1017.7357987051147
249.40506052946824,860.1343690448202
362.8734305627654,1020.3226741254766
1758.827701474338,3630.6319356426225
996.2347283944378,864.2892669259523
554.2006146708139,740.385041820938
368.0230588769864,1300.4891914857312
127.26611524698744,317.5819446783052
3179.468002627009,3708.1161061094135
212.68162195389155,601.8659946171113
4794.7635385575995,6358.851668804151
191.2277237619315,1312.5986778415777
338.60235606232465,461.96579256300225
197.23406296866276,1272.2446792089818
374.0130715363686,905.5408708213326
381.14473202283943,227.0723012386722
1174.325325381154,770.1972152411721
1046.0613100711776,1149.2808839623744
3696.880259646231,4440.497632136943
2534.2335551569,1245.2928000246843
475.69262343941034,984.6354105506006
172.84201752996475,1254.5158669120115
399.70214462918455,547.1280577268218
273.90575535120377,507.0334268150635
1140.7738286034794,487.15986930248823
240.15237043456617,227.329548651853
4294.862081408768,5560.437593161832
1520.5968956382646,934.1972208848708
622.4197483088539,654.0896516178208
372.18870678981204,868.2834068957982
322.81223920874646,1932.1803064148207
897.5208937570899,829.2797878755451
600.8833706136222,1330.159551491531
217.60639350268323,1288.0415371795534
298.8424470319116,2689.9662653996893
157.2158195324159,2120.7950694037427
197.1562724480076,946.4240083666044
2886.061533559086,2397.2774612192716
2071.741826202153,3003.3613164857375
380.35793000323457,1213.8375332187486
754.6938442210984,188.0954777809308
250.42407540380506,467.67905030049553
317.3600032178583,370.91287970093236
337.44159495446445,922.642669901551
393.84718570196645,709.6902949677308
303.44439092618285,247.62388897241078
1518.570546562453,668.6131526276131
338.2641646041118,845.9981688262341
315.79568622271336,604.0245646584501
835.0219263791109,820.2224820527033
311.73399428711275,1410.4051290298748
151.46131206783593,438.5795975200506
1434.295350415512,626.059261692626
150.00275930562708,141.98271887502278
99.57226075120407,794.8310448464982
289.22746732485575,363.49302298810045
250.51193989568233,1954.705714406296
1212.6791819995926,479.5960565794812
393.0718444081574,682.2250841505926
575.4898969362206,644.7551336355776
2670.805772394585,3798.4481971150617
523.4108790214876,3154.2889502535745
274.84675779587985,235.497446992847
2078.37439552847,1153.3016913601898
2837.6941718952376,3233.6614537038363
295.2104422928205,448.1292182017559
8167.948269520887,12015.28423136517
299.0255433399932,577.9800552187944
164.70587025992208,947.8509282490621
187.39295048370965,1449.3694878667382
539.4938762971773,2513.3777653604293
719.7871193961588,948.2940389160677
1675.3335115795592,2353.033279507959
4194.1341893819135,5382.949379192078
474.7561740092662,482.27384549923954
3311.2045676264015,3833.3845088710154
3018.393182167547,2630.077295270967
1241.2845940711697,799.5257449352417
1331.3473911280234,763.4337562578116
243.19566588981118,864.8842639160284
1213.3280510341376,721.4037702915397
1341.9266237018182,813.6197255169341
295.1872032961615,725.886050294731
345.21939765325027,991.1305736657542
2067.476733517923,1547.546786494662
791.9532819193083,863.8099335406627
1413.0411022747978,931.1697183192762
787.937053043446,2056.0350817996423
153.10882317132715,1337.3839594435894
323.6379981790587,1108.1760342146815
2695.0460761418135,2980.450489495595
285.060386700595,4120.981095767374
605.8956197498478,268.006962458208
1190.668625651259,1838.5877189797166
128.56460972211863,285.53183513671314
4220.74815500149,4734.650539038748
396.3532946870143,233.02591242287002
301.19127772734265,3891.9619966613363
403.2447225395626,2315.7760269599403
1689.4533073881175,681.4401113989535
1445.6327769847999,491.0913897662776
8201.111700716183,11227.458187235416
264.26762714188004,1429.305565884296
230.83595315908406,466.0709296678308
492.03713753233916,929.5682324553051
281.9558313420889,86.72430144599778
917.6135308137648,540.9013217221469
251.92020045435115,731.6380557745397
1887.4432118559023,7388.027603650091
1825.4931944604386,2530.098992493345
1893.0591967917849,1771.3382396283623
354.54747854198195,1565.9117502089773
120.55606599955848,678.8104592808731
436.27742320907316,894.295283182978
268.346121061622,204.06116183038398
625.1062252672585,349.85689522664103
376.1555812207605,2136.423974818013
717.7527175818435,955.3771705082175
433.1629892553779,2983.891576157228
339.9269867484091,1259.9643728315739
622.1662872667985,764.7089916128953
4668.946275630967,5232.273239025065
722.4383344353045,1230.1517190344462
212.94248934119364,1631.6135179055955
470.2148788855584,801.6805205538491
417.94011147171193,766.8004348286303
258.96450278815945,551.1365290766288
156.47199739265426,770.2657814420154
406.2077478759086,331.17494308280556
375.7064058136627,562.7242243033693
2394.5398570374564,2441.969628106642
585.7906323814597,437.96035751952826
1793.5718094598972,2216.575043029235
2448.802289900784,4012.5219979912963
723.2208764375592,1831.5709910185587
462.93338277262313,2093.661968651726
1426.0824015497958,371.8291020641066
165.25773032692604,644.6010900386331
1969.5599095948905,1767.3148419069748
1949.8401025687829,2999.5926720460725
331.06586688920765,578.3700272429879
3877.905410893697,4066.343836146751
452.49570513507086,621.3435283713674
2177.131794470258,2401.7458871534827
333.7644026273672,1535.5877733149234
559.5461474734632,1080.0414633778075
403.07388729976634,1953.7115836473254
389.19846510046744,945.882828934595
286.01551408514507,1283.3024423704778
351.31315168848846,690.5496641744196
315.43826705763894,2828.8191716967913
422.5149413248943,652.0366547027916
937.1664197829398,1059.2030656013178
425.14609502237363,1295.4099336831214
1656.0686072579583,1549.918266341564
3715.4847779617426,5044.482035063061
1904.3440625360618,2129.030820301383
514.5420234235505,1724.4111304741018
217.4125470774131,1668.6967193679468
509.7935296765136,880.0166641363319
1617.7900250615594,1202.2786164348215
750.2313849001553,1356.5526420157887
832.6825823221128,1088.3015726655856
1311.3917838578082,281.56812779599215
271.39611424252814,894.5607238188
206.2942520008154,1482.3688799215945
1730.3063083190013,1260.6638596513658
3507.52544735667,3227.000112726946
339.9802085932113,361.20479818805865
249.86404630733045,282.51736851339683
3418.3219911192464,2904.976569533314
346.1068324553093,1285.0709845227257
464.4944535329699,500.93414118817066
777.3283904406619,824.2347188111265
711.4376741608176,478.1962016650458
3545.9069253253765,3207.987556984228
293.877117047402,854.6172431248541
493.25646133937806,543.9581932550058
2263.7743930852193,5683.368041438502
219.32054877248535,517.6554527792741
2611.2113244643756,4454.103429369811
355.92482248381924,901.4577812326319
1642.9369830264839,1608.7319259269555
397.1606879720877,1466.5915779341296
240.61305320700907,947.3470066830561
389.9899788918155,574.4124295341716
1946.2381365393219,1806.4558015636985
