scm_pre,scm_post
299.1896283579047,325.12404567860625
255.01733653710676,211.59620338029788
1126.7395895336265,2554.592180199606
685.6339218228563,1464.5191396827215
567.4466680745121,689.5908734366692
216.27061866953696,231.34765855971185
1713.690198195301,3977.036633042384
2241.460483283271,5064.9423199498715
291.5393043370044,350.9922759466034
430.6848154419296,835.1076750199948
423.0886503819779,415.7318601848208
2381.7937995267944,5399.760376916654
252.08906858715514,352.0693452399465
276.7077474009971,615.4992117310238
349.47208065259105,543.6188911477116
473.2403541487724,1108.2859038342874
460.3807430045031,300.5676529392843
785.4998771131112,1514.0317431412855
241.81328432325262,469.6326178713247
194.61870841040698,350.5702624327773
708.3243208115517,1656.7016039665543
352.10001070980746,630.6242984766196
616.4853379195864,396.6859387879162
241.46347740231084,373.8004539487036
461.73204981093056,263.34646751490385
341.4444626793099,512.8263305238637
1774.749053686441,4283.822494478571
374.35393338573186,456.49728252802583
1288.5365071590077,3117.109150931228
2090.161048024141,4211.065117726601
224.37638223580552,250.26139438431784
153.58637016897788,140.38457210501164
232.16854277685144,645.2067390482805
337.8075171296797,183.72052134578507
375.5918973948792,587.8309874198699
430.7244768019642,591.5881019749623
575.0663618740952,762.005642474636
1615.1193080059036,3478.104487533826
689.8264225984327,1620.0386063228984
167.224946129122,224.11015651073782
307.4260502356106,740.7838418675339
336.34652875944835,713.2587763046581
248.79768130373137,128.85070688566472
956.599158639453,2122.7655283605686
1226.0707849202863,1448.7699416602115
724.0707193594167,913.1251190915383
2804.698969854362,6276.823130572965
723.9066358617157,450.60600170155664
530.0180025463034,365.1104128682533
1802.618724695817,3806.797555716555
89.95296381362222,84.66695978463869
1177.1452431302766,2810.948292219136
273.44573593995955,435.0608219549973
355.59473761620717,441.8857483392768
692.7571371683231,1051.5727589598032
594.1960143752801,1142.935861128426
386.29528434702115,322.1506888083656
1847.4242177384824,3623.393177014694
1437.552683229287,2473.421123187443
634.9613680477603,639.5283426890857
6917.679682111093,14866.368258826624
254.48501564086826,799.4981530405435
490.21166250494906,372.179925247355
2374.201116049515,5709.277276630004
328.7121012652261,651.8776673750777
1870.8553868691001,4340.0679790224085
440.39661133131784,207.38357868644127
245.36780202500793,299.26075404413854
836.8324002154102,923.6415690149968
110.49714462849947,210.32592050648245
373.75241409132025,445.0712194538966
384.7499261178699,1081.9512898050793
227.02193139493443,107.18880274091134
217.06828919435728,755.6557291294534
237.1421191404352,482.2712318954514
274.84373566575385,419.75351445838396
340.10545486035375,843.358171443708
2020.7167357084934,4918.907631434976
516.3311292184862,1172.9249272513964
209.95733391322068,641.0299102460831
151.53765357158088,342.4064280690587
570.9648758372971,1550.8511023071221
503.1186613350153,1549.2778717937786
3084.504172728949,7323.59589811215
1778.8855870404857,3822.803429055599
334.30262148196766,746.3961991529058
398.3503183296892,602.7289179641544
291.4561513486217,712.6198092107649
477.9639864033983,856.1825368850591
369.3334384657162,395.00533262212605
676.8039712882189,1209.954653381886
695.8368013136053,1682.5353303315926
320.7118963059284,522.2780598227952
241.37262875998908,608.7111390611875
1544.036388158166,3805.5781288855674
251.9125796551366,900.6734482948023
